"","Data.set","Source","Predation.Parasitism","Dim","Field","Habitat","Fresh_Marine","Predator_Cellularity","Pred_Vert.Invert","Pred_Major_Grouping_1","Pred_Major_Grouping_2","Predator_Scientific_Name","Predator_Type","Trophic_Level_Predator","Prey_Cellularity","Prey_Vert.Invert","Prey_Major_Group_1","Prey_Major_Group_2","Prey","Prey_scientific_name","Prey_type","Trophic_Level_prey","Data_type","Prey_Replaced","Hours_starved","Temp_C","Interference","Pred_per_arena","X2D_Arena_Size_cm2","X3D_arena_size_cm3","Pred_mass_mg","Pred_Mass_Source","Pred_Mass_ID","Prey_mass_mg","Prey_Mass_Source","Prey_Mass_ID","Units_a","R2_Mean","Fitted_a","CI_a_low","CI_a_hi","Fitted_h_day","CI_h_low","CI_h_hi","Notes.1","Include_Biotic_Prey","PreyAbundanceGroup","Mass_g","PredMass_g","PreyAbundance_10","PreyAbundance_20","PreyAbundance_30","PreyAbundance_40","PreyAbundance_50","PreyAbundance_60","PreyAbundance_70","PreyAbundance_80","PreyAbundance_90","frac_10","frac_20","frac_30","frac_40","frac_50","frac_60","frac_70","frac_80","frac_90"
"120",154,"Laverty et al 2014 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Gammarus duebeni","Adult male",NA,"Metazoan","Invertebrate","Insect","Ephemeroptera","Mayfly","Baetis rhodani","Larva",NA,"Mean","N","",12,"","1",NA,"1.50E+02",38,"Original species length","4",4.23,"Original length","2","m^3 per pred per day","0.07",0.00014,9.59e-05,0.000217,0.147,0.112,0.205,"Low oxygen",1,"Ectotherm",0.00423,0.038,3.98632950573077,11.7994325196495,26.2421625599224,51.9815369686438,98.3925644081812,191.271858858153,364.065453687854,803.159858370284,2430.13171229148,8.20319314381061e-05,0.000242773368033889,0.000539772194111935,0.00106863682447967,0.0020208269646534,0.00392094056345767,0.00743674745175205,0.0162602635038629,0.0476300321988906
"121",155,"Laverty et al 2014 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Gammarus duebeni","Adult male",NA,"Metazoan","Invertebrate","Insect","Ephemeroptera","Mayfly","Baetis rhodani","Larva",NA,"Mean","N","",12,"","1",NA,"1.50E+02",38,"Original species length","4",4.23,"Original length","2","m^3 per pred per day","31.24",0.000211,0.000157,0.000277,0.074,0.0564,0.0946,"High oxygen",1,"Ectotherm",0.00423,0.038,3.59223009356098,10.9175111390204,23.9486479925363,48.8595082612078,96.5393945406762,184.394595149109,356.133589399709,777.826203981359,2482.89428940268,5.60859348723351e-05,0.000170436965213727,0.000373794415243662,0.000762310800903027,0.0015050973735904,0.00287087157548393,0.00552991980646401,0.0119992477448993,0.0373210521888259
"122",156,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Dikerogammarus haemobaphes","",NA,"Metazoan","Invertebrate","Insect","Diptera","","Chironomus spp.","",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",17.1,"Alternate species length","2",1.74,"Alternate family length","5","m^3 per pred per day","26.54",0.000107,4.47e-05,0.000297,0.0633,1.53e-09,0.143,"",1,"Ectotherm",0.00174,0.0171,7.92708572500759,22.1761821599362,49.1080843742948,98.0186751524811,187.34955868033,362.231457905617,686.511113935403,1654.98014898701,4624.86889975893,5.3688061761314e-05,0.000150178942285156,0.000332503371010504,0.000663449830775594,0.00126732913469255,0.00244742530115915,0.0046282877743059,0.0110850894435679,0.0303732661098666
"123",157,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Dikerogammarus haemobaphes","",NA,"Metazoan","Invertebrate","Crustacean","Amphipod","","Chelicorophium curvispinum","Tubeless",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",17.1,"Alternate species length","2",3.25,"Alternate species length","2","m^3 per pred per day","-2.87",0.00014,0.000103,0.00022,0.0542,0.037,0.0735,"",1,"Ectotherm",0.00325,0.0171,4.67128612958188,14.4818298712608,32.1068744341687,63.1537863995014,115.906386547179,220.40549223544,445.714942563243,996.682801447896,2904.78366270126,3.54444627967936e-05,0.000109876050989894,0.000243567623566007,0.000478981398077616,0.000878724824691912,0.00166964450005235,0.00337068504090667,0.0075060620330364,0.0215661482105966
"124",158,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Dikerogammarus haemobaphes","",NA,"Metazoan","Invertebrate","Crustacean","Amphipod","","Chelicorophium curvispinum","In tube",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",17.1,"Alternate species length","2",3.25,"Alternate species length","2","m^3 per pred per day","15.35",8.49e-05,4.69e-05,0.000152,0.0686,0.0211,0.116,"",1,"Ectotherm",0.00325,0.0171,4.40468826743334,14.9163323486339,32.0537860883411,64.7975963112742,125.706302865812,231.681102640129,435.769168811842,1013.84234027628,3054.06843455202,2.56528630396253e-05,8.68672613083352e-05,0.000186650892648963,0.000377247902891442,0.000731595482962237,0.0013475249035958,0.00253155560770504,0.00587009820819931,0.0174764626613198
"125",159,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Dikerogammarus villosus","",NA,"Metazoan","Invertebrate","Insect","Diptera","","Chironomus spp.","",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",27.4,"Alternate species length","1",1.74,"Alternate family length","5","m^3 per pred per day","13.78",0.000165,0.000103,0.000304,0.0528,0.0105,0.0718,"",1,"Ectotherm",0.00174,0.0274,7.16709460957307,22.2017000867576,47.234328529947,95.8078988100814,183.809065848761,360.860477170112,700.630163466429,1535.61120841269,4906.84675518067,6.24358297623579e-05,0.000193383806625737,0.000411336203055269,0.00083398230740342,0.00159878437697507,0.00313396386985332,0.00606685854699943,0.0132016302064015,0.0409959362442142
"126",160,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Dikerogammarus villosus","",NA,"Metazoan","Invertebrate","Crustacean","Amphipod","","Chelicorophium curvispinum","Tubeless",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",27.4,"Alternate species length","1",3.25,"Alternate species length","2","m^3 per pred per day","0.79",0.000123,0.000101,0.000166,0.0206,0.0067,0.0334,"",1,"Ectotherm",0.00325,0.0274,4.22851762469285,12.9907128602664,30.5760832696739,57.9461196061478,112.332862668212,228.081956367787,477.200832047258,1003.6951828392,3040.47067131214,1.07141031642102e-05,3.29147848266223e-05,7.7467678082614e-05,0.000146802323771603,0.000284548016809124,0.000577580269285697,0.00120767123494788,0.00253671158360652,0.00764504756417156
"127",161,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Dikerogammarus villosus","",NA,"Metazoan","Invertebrate","Crustacean","Amphipod","","Chelicorophium curvispinum","In tube",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",27.4,"Alternate species length","1",3.25,"Alternate species length","2","m^3 per pred per day","15.19",9.66e-05,6.57e-05,0.000183,0.032,1.12e-09,0.0761,"",1,"Ectotherm",0.00325,0.0274,4.65304439886002,13.8625516337776,29.8940844635521,54.4346715625468,102.393787361601,209.395507681809,419.973032361094,966.099355146385,3035.35897341918,1.43832839639229e-05,4.2850083402004e-05,9.24000553345432e-05,0.000168240147224211,0.000316419522487603,0.000646864688575351,0.0012965374459648,0.00297751425920718,0.00929568119612015
"128",162,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Gammarus pulex","",NA,"Metazoan","Invertebrate","Insect","Diptera","","Chironomus spp.","",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",38.1,"Average species mass","6",1.74,"Alternate family length","5","m^3 per pred per day","5.63",0.000106,5.87e-05,0.000168,0.0621,0.0183,0.0882,"",1,"Ectotherm",0.00174,0.0381,6.28750835136023,20.4481640006429,45.0252645399882,91.6837591050945,167.954153614856,326.769205107742,650.123065152778,1492.04315850509,4497.61819623338,4.13864395653928e-05,0.000134583969067876,0.00029629548932414,0.00060315349898572,0.00110435406532658,0.0021463741381538,0.00426126400897042,0.00972599916778037,0.0287547090044073
"129",163,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Gammarus pulex","",NA,"Metazoan","Invertebrate","Crustacean","Amphipod","","Chelicorophium curvispinum","Tubeless",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",38.1,"Average species mass","6",3.25,"Alternate species length","2","m^3 per pred per day","14.73",0.000234,0.000138,0.00103,0.144,0.1,0.186,"",1,"Ectotherm",0.00325,0.0381,5.39703885125471,14.3072280890922,33.1218072746905,63.5451069367618,118.202668143448,231.471426373802,451.547012165433,978.707469421962,2919.18067971723,0.000181825554587235,0.000481864052785302,0.00111482818893557,0.00213664091379405,0.0039671560932105,0.00773929728646201,0.0149872915631344,0.0319256654723914,0.0895556012430374
"130",164,"Bovy et al 2015 BIOL INVASIONS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Amphipod","Gammarus pulex","",NA,"Metazoan","Invertebrate","Crustacean","Amphipod","","Chelicorophium curvispinum","In tube",NA,"Raw data","N","48",14,"","1",NA,"1.00E+02",38.1,"Average species mass","6",3.25,"Alternate species length","2","m^3 per pred per day","2.32",0.000226,0.000101,0.00117,0.271,0.189,0.372,"",1,"Ectotherm",0.00325,0.0381,4.24671669116579,13.9807876136958,31.6647961800935,63.3772405062475,118.347906058596,243.933028421151,456.798502589168,1046.51525482625,3269.52808151504,0.000260026778955362,0.00085553475174092,0.0019355883388789,0.00386659389163746,0.00719617555715882,0.0147200065058373,0.0272156661896807,0.060234171694194,0.166837129624049
"131",165,"Anderson 2016 J ZOOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Insect","Odonata","Anax spp.","Large larva",NA,"Metazoan","Vertebrate","Amphibian","Urodela","Ringed salamander","Ambystoma annulatum","Hatchling",NA,"Raw data","N","",22,"","1",NA,"2.00E+03",762,"Original length","1",89.7,"Original length","3","m^3 per pred per day","54.55",0.0225,0.0129,0.0661,0.0171,0.0111,0.0249,"cannibal cue present",1,"Ectotherm",0.0897,0.762,0.316075941810005,0.971206919396253,2.27447741637213,4.4958888750984,8.24076890014054,16.1524208604636,30.7525214718756,73.2510744836005,225.61766398843,0.000121595431364409,0.00037353228373364,0.000874340046440255,0.00172680622694784,0.00316061467617828,0.0061762606652344,0.011693672719054,0.0274108220899397,0.0798729162079871
"132",166,"Anderson 2016 J ZOOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Insect","Odonata","Anax spp.","Small larva",NA,"Metazoan","Vertebrate","Amphibian","Urodela","Ringed salamander","Ambystoma annulatum","Hatchling",NA,"Raw data","N","",22,"","1",NA,"2.00E+03",741,"Original length","2",89.7,"Original length","3","m^3 per pred per day","36.97",0.0219,0.0142,0.0617,0.00834,0.00492,0.0118,"cannibal cue absent",1,"Ectotherm",0.0897,0.741,0.358866355654151,1.0889522419371,2.35987156677358,4.60950931869891,8.4529676682702,15.9944804867371,31.3449969831809,69.240121613504,214.309739897432,6.55412084632407e-05,0.000198853220712719,0.000430835403034651,0.000841200225454363,0.00154152077768068,0.00291281858483066,0.00569244883130196,0.01248849634179,0.0376683706245538
"133",167,"Anderson et al 2016 CAN J ZOOL","Predator",3,"","Aquatic","Fresh","Metazoan","Vertebrate","Amphibian","Urodela","Ambystoma annulatum","Larva",NA,"Metazoan","Vertebrate","Amphibian","Urodela","Spotted salamander","Ambystoma maculatum","Hatchling",NA,"Raw data","N","",22,"","1",NA,"3.00E+04",1340,"Alternate species mass","5",89.7,"Original length","3","m^3 per pred per day","10.79",0.0125,0.00801,0.0234,0.0586,0.00624,0.133,"small pred",1,"Ectotherm",0.0897,1.34,0.327910445150547,1.03751056515468,2.21665485977329,4.27332758447892,8.29500516184727,15.5096853897411,31.5236384874875,66.6078334556594,219.760827425353,0.000240136721576761,0.000759399363313944,0.00162106755790116,0.00312044480044933,0.00603939536354187,0.0112332256179672,0.0225699021110592,0.046520492123401,0.138654865932311
"134",168,"Anderson et al 2016 CAN J ZOOL","Predator",3,"","Aquatic","Fresh","Metazoan","Vertebrate","Amphibian","Urodela","Ambystoma annulatum","Larva",NA,"Metazoan","Vertebrate","Amphibian","Urodela","Spotted salamander","Ambystoma maculatum","Hatchling",NA,"Raw data","N","",22,"","1",NA,"3.00E+04",1340,"Alternate species mass","5",89.7,"Original length","3","m^3 per pred per day","24.28",0.012,0.0102,0.0145,1.27e-09,3.65e-10,0.00833,"large pred",1,"Ectotherm",0.0897,1.34,0.298027198003046,1.0209414388563,2.3757619211177,4.85557886334829,8.74294444666843,17.1266091213084,35.9156589995051,78.6322722055334,233.254171842839,4.54193449754578e-12,1.55591475279279e-11,3.62066116765228e-11,7.3999021871952e-11,1.33242473349473e-10,2.61009522940614e-10,5.4735464285286e-10,1.19835582697627e-09,3.55479356624832e-09
"135",169,"Anderson et al 2016 CAN J ZOOL","Predator",3,"","Aquatic","Fresh","Metazoan","Vertebrate","Amphibian","Urodela","Ambystoma opacum","Larva",NA,"Metazoan","Vertebrate","Amphibian","Urodela","Spotted salamander","Ambystoma maculatum","Hatchling",NA,"Raw data","N","",22,"","1",NA,"3.00E+04",1.21,"Alternate species mass","1",89.7,"Original length","3","m^3 per pred per day","101.62",0.0111,0.00868,0.0158,0.0202,9.04e-10,0.0603,"small pred",1,"Ectotherm",0.0897,0.00121,0.342792795187517,1.15839818205023,2.51528050509566,4.92765797351928,9.03143618213444,17.6151054040904,35.5896352968408,75.7251941971136,251.674410173528,7.68550933775716e-05,0.000259668595086605,0.000563658304986505,0.00110366005948001,0.00202093616717892,0.00393412049952792,0.00791673322326754,0.0166956262838382,0.0534161401572891
