Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey
986,Pekar et al 2014 J APPL ECOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Philodromus spp.,Juvenile & Subadult,3,Metazoan,Invertebrate,Insect,Hemiptera,Jumping plant louse,Cacopsylla pyri,Adult,2,Raw data,Y,240,5,,1,2.83E+01,,3.10E+00,Original species mass,2,1.10E+00,Original species mass,2,m^2 per pred per day,-7.56,2.13E-03,8.91E-04,7.17E-03,3.87E-01,2.06E-01,6.43E-01,,1
987,Pekar et al 2014 J APPL ECOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Philodromus spp.,Juvenile & Subadult,3,Metazoan,Invertebrate,Insect,Hemiptera,Jumping plant louse,Cacopsylla pyri,Adult,2,Raw data,Y,240,10,,1,2.83E+01,,3.10E+00,Original species mass,2,1.10E+00,Original species mass,2,m^2 per pred per day,13.65,2.97E-03,1.75E-03,5.58E-03,1.36E-01,7.96E-02,2.05E-01,,1
988,Pekar et al 2014 J APPL ECOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Philodromus spp.,Juvenile & Subadult,3,Metazoan,Invertebrate,Insect,Hemiptera,Jumping plant louse,Cacopsylla pyri,Adult,2,Raw data,Y,240,15,,1,2.83E+01,,3.10E+00,Original species mass,2,1.10E+00,Original species mass,2,m^2 per pred per day,11.57,7.01E-03,2.66E-03,1.72E-02,2.32E-01,1.48E-01,3.00E-01,,1
989,Pekar et al 2014 J APPL ECOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Anyphaena accentuata,Subadult,,Metazoan,Invertebrate,Arachnid,Spider,Crab spider,Philodromus spp.,Immature,,Raw data,Y,168,0,,1,2.83E+01,,1.19E+01,Original species mass,2,2.00E+00,Original species mass,1,m^2 per pred per day,9.88,2.66E-03,6.00E-04,3.59E-02,3.33E-01,3.82E-08,7.39E-01,,1
990,Pekar et al 2014 J APPL ECOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Anyphaena accentuata,Subadult,,Metazoan,Invertebrate,Arachnid,Spider,Crab spider,Philodromus spp.,Immature,,Raw data,Y,168,10,,1,2.83E+01,,1.19E+01,Original species mass,2,2.00E+00,Original species mass,1,m^2 per pred per day,27.56,4.90E-03,1.17E-03,1.61E-02,2.15E-01,4.62E-08,4.18E-01,,1
991,Heong et al 1991 RES POPUL ECOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa pseudoannulata,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Rice brown planthopper,Nilaparvata lugens,Brachypterous adult female,2,Mean,N,36,27,,1,1.33E+02,6.64E+03,1.01E+01,Alternate order length,1,1.98E+00,Alternate species length,2,m^2.5 per pred per day,87.65,1.59E-02,5.04E-03,3.90E-02,1.01E-01,2.71E-02,1.91E-01,,1
992,Heong et al 1991 RES POPUL ECOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa pseudoannulata,Adult female,4,Metazoan,Invertebrate,Insect,Hemiptera,Mirid bug,Cyrtorhinus lividipennis,Adult female,3,Mean,N,36,27,,1,1.33E+02,6.64E+03,1.01E+01,Alternate order length,1,5.28E+00,Alternate genus length,1,m^2.5 per pred per day,97.23,2.51E-02,1.55E-02,4.15E-02,2.17E-02,2.80E-03,4.95E-02,,1
993,Nachappa et al 2006 J ECON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Tetracha carolina,Adult,3,Metazoan,Invertebrate,Insect,Hemiptera,Two-lined spittlebugs,Prosapia bicincta,Adult,2,Mean,N,96,24,,1,,1.67E+03,1.67E+02,Alternate species length,1,3.30E+01,Original species mass,1,m^2.5 per pred per day,8.75,7.58E-03,6.20E-03,9.38E-03,1.12E-01,7.79E-02,1.44E-01,,1
994,Nachappa et al 2006 J ECON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Tetracha carolina,Adult,3,Metazoan,Invertebrate,Insect,Lepidoptera,Fall armyworm,Spodoptera frugiperda,4th instar larvae,2,Mean,N,96,24,,1,,1.67E+03,1.67E+02,Alternate species length,1,2.07E+02,Original species mass,3,m^2.5 per pred per day,86.62,5.95E-03,4.65E-03,7.27E-03,3.23E-02,2.42E-03,5.74E-02,,1
995,Dinis et al 2016 BULL ENTOMOL RES,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Calathus granatensis,Adult,3,Metazoan,Invertebrate,Insect,Diptera,Olive fruit fly,Bactrocera oleae,Pupa,2,Raw data,N,168,21,,1,8.99E+01,,4.75E+01,Original species mass,1,2.26E+00,% adult mass,3,m^2 per pred per day,92.64,4.67E-02,3.28E-02,6.93E-02,1.17E-01,9.61E-02,1.41E-01,,1
996,Dinis et al 2016 BULL ENTOMOL RES,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Pterostichus globosus,Adult,3,Metazoan,Invertebrate,Insect,Diptera,Olive fruit fly,Bactrocera oleae,Pupa,2,Raw data,N,168,21,,1,8.99E+01,,2.49E+02,Original species mass,1,2.26E+00,% adult mass,3,m^2 per pred per day,216.61,1.30E-02,7.02E-03,1.98E-02,3.56E-02,2.07E-02,4.63E-02,,1
997,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Mustard aphid,Lipaphis erysimi,3rd instar,2,Mean,N,,20,,1,2.83E+01,,,,,1.40E-01,% adult mass,3,m^2 per pred per day,286.83,2.56E-03,1.61E-03,4.56E-03,1.82E-02,8.46E-03,2.74E-02,,1
998,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Mustard aphid,Lipaphis erysimi,3rd instar,2,Mean,N,,20,,1,2.83E+01,,2.69E+00,% adult mass,1,1.40E-01,% adult mass,3,m^2 per pred per day,351.92,2.63E-03,1.94E-03,3.98E-03,3.26E-03,2.65E-10,8.66E-03,"Used avg of adult male (21mg, Kumar er al) and female (19.39, Sabo et al) weights to calc instar mass",1
999,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Mustard aphid,Lipaphis erysimi,3rd instar,2,Mean,N,,20,,1,2.83E+01,,8.32E+00,% adult mass,2,1.40E-01,% adult mass,3,m^2 per pred per day,393.53,3.90E-03,2.35E-03,5.82E-03,7.51E-03,4.14E-03,9.96E-03,"Used avg of adult male (21mg, Kumar er al) and female (19.39, Sabo et al) weights to calc instar mass",1
1000,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,4th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Mustard aphid,Lipaphis erysimi,3rd instar,2,Mean,N,,20,,1,2.83E+01,,2.21E+01,% adult mass,3,1.40E-01,% adult mass,3,m^2 per pred per day,428.83,4.87E-03,3.02E-03,8.13E-03,5.09E-03,3.09E-03,6.81E-03,"Used avg of adult male (21mg, Kumar er al) and female (19.39, Sabo et al) weights to calc instar mass",1
1001,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,Adult male,3,Metazoan,Invertebrate,Insect,Hemiptera,Mustard aphid,Lipaphis erysimi,3rd instar,2,Mean,N,,20,,1,2.83E+01,,1.94E+01,Alternate species length,5,1.40E-01,% adult mass,3,m^2 per pred per day,380.87,6.33E-03,2.87E-03,1.15E-02,5.63E-03,3.63E-03,7.36E-03,,1
1002,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Mustard aphid,Lipaphis erysimi,3rd instar,2,Mean,N,,20,,1,2.83E+01,,2.10E+01,Alternate species mass,6,1.40E-01,% adult mass,3,m^2 per pred per day,403.15,5.54E-03,3.41E-03,8.88E-03,3.50E-03,2.16E-03,4.56E-03,,1
1003,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,3rd instar,2,Mean,N,,20,,1,2.83E+01,,,,,1.87E-01,% adult mass,2,m^2 per pred per day,290.74,2.57E-03,1.66E-03,3.72E-03,1.73E-02,9.40E-03,2.52E-02,,1
1004,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,3rd instar,2,Mean,N,,20,,1,2.83E+01,,2.69E+00,% adult mass,1,1.87E-01,% adult mass,2,m^2 per pred per day,347.81,2.59E-03,1.93E-03,3.87E-03,3.93E-03,6.31E-10,9.52E-03,"Used avg of adult male (21mg, Kumar er al) and female (19.39, Sabo et al) predator weights to calc instar mass",1
1005,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,3rd instar,2,Mean,N,,20,,1,2.83E+01,,8.32E+00,% adult mass,2,1.87E-01,% adult mass,2,m^2 per pred per day,393.58,4.05E-03,2.31E-03,6.37E-03,7.61E-03,4.26E-03,1.02E-02,"Used avg of adult male (21mg, Kumar er al) and female (19.39, Sabo et al) predator weights to calc instar mass",1
1006,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,4th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,3rd instar,2,Mean,N,,20,,1,2.83E+01,,2.21E+01,% adult mass,3,1.87E-01,% adult mass,2,m^2 per pred per day,420.49,4.83E-03,2.97E-03,8.05E-03,5.71E-03,3.53E-03,8.16E-03,"Used avg of adult male (21mg, Kumar er al) and female (19.39, Sabo et al) predator weights to calc instar mass",1
1007,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,Adult male,3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,3rd instar,2,Mean,N,,20,,1,2.83E+01,,1.94E+01,Alternate species length,5,1.87E-01,% adult mass,2,m^2 per pred per day,371.99,3.95E-03,2.55E-03,6.50E-03,5.17E-03,3.59E-03,6.65E-03,,1
1008,Gupta et al 2012 INT J TROP INS SCI,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,3rd instar,2,Mean,N,,20,,1,2.83E+01,,2.10E+01,Alternate species mass,6,1.87E-01,% adult mass,2,m^2 per pred per day,374.63,4.35E-03,2.59E-03,6.85E-03,5.05E-03,3.31E-03,6.64E-03,,1
1009,Parajulee 2006 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Hippodamia convergens,Adult,3,Metazoan,Invertebrate,Insect,Lepidoptera,Corn earworm/Cotton bollworm,Helicoverpa zea,Egg,2,Mean,N,24,29,,1,7.85E+01,,2.37E+01,Alternate species mass,3,2.68E-03,Alternate species length,Family,m^2 per pred per day,388.92,3.05E-02,1.82E-02,4.82E-02,4.54E-03,2.93E-03,5.94E-03,,0
1010,Parajulee 2006 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Hippodamia convergens,3rd instar,3,Metazoan,Invertebrate,Insect,Lepidoptera,Corn earworm/Cotton bollworm,Helicoverpa zea,Egg,2,Mean,N,24,29,,1,7.85E+01,,6.00E+00,% adult mass,4,2.68E-03,Alternate species length,Family,m^2 per pred per day,289.46,1.89E-02,1.19E-02,3.69E-02,6.10E-03,3.53E-03,9.06E-03,Pred mass is avg of 2nd and 3rd instar masses given in Santos et al 2013,0
1011,Parajulee 2006 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Collops quadrimaculatus,Adult,3,Metazoan,Invertebrate,Insect,Lepidoptera,Corn earworm/Cotton bollworm,Helicoverpa zea,Egg,2,Mean,N,24,29,,1,7.85E+01,,1.76E+01,Alternate species length,1,2.68E-03,Alternate species length,Family,m^2 per pred per day,299.92,1.92E-02,1.08E-02,2.71E-02,7.66E-03,3.82E-03,1.01E-02,,0
1012,Xue et al 2009 ENTOMO SOC AMER,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Soybean aphid,Aphis glycines,Adult,2,Mean,N,24,26,,1,,,1.05E+01,% adult mass,6,3.30E-01,Alternate species length,1,m^2.5 per pred per day,316.86,6.83E-02,5.67E-02,8.12E-02,3.25E-03,1.17E-03,4.94E-03,,1
1013,Xue et al 2009 ENTOMO SOC AMER,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Soybean aphid,Aphis glycines,Adult,2,Mean,N,24,26,,1,,,3.70E+01,Alternate species mass,4,3.30E-01,Alternate species length,1,m^2.5 per pred per day,306.1,7.43E-02,6.11E-02,8.94E-02,5.79E-03,4.45E-03,7.45E-03,soybean leaf surface area: ~30 cm2 *5 leaves=150cm2 *2(top and bottom)=300cm2,1
1014,Xue et al 2009 ENTOMO SOC AMER,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,Adult male,3,Metazoan,Invertebrate,Insect,Hemiptera,Soybean aphid,Aphis glycines,Adult,2,Mean,N,24,26,,1,,,3.10E+01,Alternate species mass,3,3.30E-01,Alternate species length,1,m^2.5 per pred per day,274.93,8.07E-02,6.01E-02,1.13E-01,1.34E-02,1.11E-02,1.56E-02,,1
1015,Xue et al 2009 ENTOMO SOC AMER,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Soybean aphid,Aphis glycines,Adult,2,Mean,N,24,26,,1,,,8.32E+00,% adult mass,2,3.30E-01,Alternate species length,1,m^2.5 per pred per day,344.41,6.37E-02,4.83E-02,8.24E-02,3.91E-03,1.35E-03,5.98E-03,"Used avg of adult male (21mg, Kumar er al) and female (19.39, Sabo et al) weights to calc pred instar mass",1
1016,Xue et al 2009 ENTOMO SOC AMER,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Soybean aphid,Aphis glycines,Adult,2,Mean,N,24,26,,1,,,2.10E+01,Alternate species mass,6,3.30E-01,Alternate species length,1,m^2.5 per pred per day,322.24,5.65E-02,4.73E-02,6.94E-02,1.91E-03,3.28E-09,4.02E-03,,1
1017,Xue et al 2009 ENTOMO SOC AMER,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella septempunctata,Adult male,3,Metazoan,Invertebrate,Insect,Hemiptera,Soybean aphid,Aphis glycines,Adult,2,Mean,N,24,26,,1,,,1.94E+01,Alternate species length,5,3.30E-01,Alternate species length,1,m^2.5 per pred per day,356.11,4.08E-02,2.84E-02,6.43E-02,4.52E-03,4.50E-09,9.97E-03,,1
1018,Chang et al 1993 CHINESE J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Aiolocaria hexaspilota,1st instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Walnut leaf beetle,Gastrolina depressa,1st instar,2,Mean,Y,,25,,1,7.85E+01,,3.00E-02,Original species mass,1,2.34E-01,Alternate species length,5,m^2 per pred per day,46.29,2.86E-02,1.31E-02,4.64E-01,2.64E-01,2.24E-01,3.16E-01,10cm diameter petri dish?,1
1019,Chang et al 1993 CHINESE J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Aiolocaria hexaspilota,1st instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Walnut leaf beetle,Gastrolina depressa,2nd instar,2,Mean,Y,,25,,1,7.85E+01,,3.00E-02,Original species mass,1,7.10E-01,Alternate species length,4,m^2 per pred per day,28.93,5.74E-02,1.50E-02,1.59E+00,3.60E-01,3.18E-01,4.13E-01,10cm diameter petri dish?,1
1020,Chang et al 1993 CHINESE J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Aiolocaria hexaspilota,2nd instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Walnut leaf beetle,Gastrolina depressa,2nd instar,2,Mean,Y,,25,,1,7.85E+01,,8.00E-02,Original species mass,2,7.10E-01,Alternate species length,4,m^2 per pred per day,20.33,9.99E-03,5.96E-03,1.78E-02,6.22E-02,3.23E-02,9.39E-02,10cm diameter petri dish?,1
1021,Chang et al 1993 CHINESE J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Aiolocaria hexaspilota,2nd instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Walnut leaf beetle,Gastrolina depressa,3rd instar,2,Mean,Y,,25,,1,7.85E+01,,8.00E-02,Original species mass,2,1.60E+00,Alternate species length,3,m^2 per pred per day,22.1,3.64E-03,1.97E-03,7.23E-03,1.53E-01,5.97E-02,2.41E-01,10cm diameter petri dish?,1
1022,Chang et al 1993 CHINESE J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Aiolocaria hexaspilota,3rd instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Walnut leaf beetle,Gastrolina depressa,2nd instar,2,Mean,Y,,25,,1,7.85E+01,,2.70E-01,Original species mass,3,7.10E-01,Alternate species length,4,m^2 per pred per day,32.04,1.01E-02,6.76E-03,1.41E-02,1.96E-02,2.49E-03,3.75E-02,10cm diameter petri dish?,1
1023,Chang et al 1993 CHINESE J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Aiolocaria hexaspilota,3rd instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Walnut leaf beetle,Gastrolina depressa,3rd instar,2,Mean,Y,,25,,1,7.85E+01,,2.70E-01,Original species mass,3,1.60E+00,Alternate species length,3,m^2 per pred per day,32.54,6.13E-03,3.73E-03,1.35E-02,1.46E-01,9.21E-02,2.08E-01,10cm diameter petri dish?,1
1024,Chang et al 1993 CHINESE J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Aiolocaria hexaspilota,4th instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Walnut leaf beetle,Gastrolina depressa,3rd instar,2,Mean,Y,,25,,1,7.85E+01,,4.80E-01,Original species mass,4,1.60E+00,Alternate species length,3,m^2 per pred per day,53.39,8.37E-03,5.79E-03,1.19E-02,1.11E-02,1.02E-10,2.14E-02,10cm diameter petri dish?,1
1025,Lee and Kang 2004 BIO CONTROL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton aphid,Aphis gossypii,Adult,2,Raw data,N,21,25,,1,2.83E+01,,3.23E+00,Alternate species length,2,3.04E-01,Average species mass,3,m^2 per pred per day,14.13,1.69E-03,8.78E-04,3.05E-03,1.55E-01,9.48E-02,1.99E-01,,1
1026,Lee and Kang 2004 BIO CONTROL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton aphid,Aphis gossypii,Adult,2,Raw data,N,21,25,,1,2.83E+01,,2.94E+00,% adult mass,5,3.04E-01,Average species mass,3,m^2 per pred per day,76.7,2.59E-03,1.43E-03,4.82E-03,8.85E-02,4.94E-02,1.35E-01,,1
1027,Lee and Kang 2004 BIO CONTROL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton aphid,Aphis gossypii,Adult,2,Raw data,N,21,25,,1,2.83E+01,,1.05E+01,% adult mass,6,3.04E-01,Average species mass,3,m^2 per pred per day,151.57,5.90E-03,4.54E-03,7.58E-03,2.20E-02,1.51E-02,2.78E-02,,1
1028,Lee and Kang 2004 BIO CONTROL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,4th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton aphid,Aphis gossypii,Adult,2,Raw data,N,21,25,,1,2.83E+01,,2.76E+01,% adult mass,7,3.04E-01,Average species mass,3,m^2 per pred per day,224.47,4.85E-03,4.28E-03,5.57E-03,4.77E-03,3.24E-03,5.73E-03,,1
1029,Lee and Kang 2004 BIO CONTROL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton aphid,Aphis gossypii,Adult,2,Raw data,N,21,25,,1,2.83E+01,,3.70E+01,Alternate species mass,4,3.04E-01,Average species mass,3,m^2 per pred per day,302.85,4.29E-03,3.39E-03,5.25E-03,5.47E-03,2.31E-03,8.22E-03,,1
1030,Seko and Miura 2008 APPL ENTOMOL ZOOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Green peach aphid,Myzus persicae,Adult,2,Raw data,N,21,25,,1,6.36E+01,,3.23E+00,Alternate species length,2,4.73E-01,Alternate species length,8,m^2 per pred per day,38.91,3.99E-04,2.92E-04,8.26E-04,1.63E-08,2.48E-10,8.71E-02,,1
1031,Seko and Miura 2008 APPL ENTOMOL ZOOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Green peach aphid,Myzus persicae,Adult,2,Raw data,N,21,25,,1,6.36E+01,,2.94E+00,% adult mass,5,4.73E-01,Alternate species length,8,m^2 per pred per day,80.44,4.52E-03,1.86E-03,9.19E-03,3.19E-02,6.35E-03,5.84E-02,,1
1032,Seko and Miura 2008 APPL ENTOMOL ZOOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Green peach aphid,Myzus persicae,Adult,2,Raw data,N,21,25,,1,6.36E+01,,1.05E+01,% adult mass,6,4.73E-01,Alternate species length,8,m^2 per pred per day,181.1,8.95E-03,5.27E-03,1.48E-02,2.17E-02,1.36E-02,2.97E-02,,1
1033,Seko and Miura 2008 APPL ENTOMOL ZOOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,4th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Green peach aphid,Myzus persicae,Adult,2,Raw data,N,21,25,,1,6.36E+01,,2.76E+01,% adult mass,7,4.73E-01,Alternate species length,8,m^2 per pred per day,171.28,8.98E-03,7.98E-03,1.01E-02,4.20E-03,2.24E-03,6.29E-03,,1
1034,Seko and Miura 2008 APPL ENTOMOL ZOOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,Adult male,3,Metazoan,Invertebrate,Insect,Hemiptera,Green peach aphid,Myzus persicae,Adult,2,Raw data,N,21,25,,1,6.36E+01,,3.10E+01,Alternate species mass,3,4.73E-01,Alternate species length,8,m^2 per pred per day,184.51,8.32E-03,6.50E-03,9.71E-03,6.46E-03,3.16E-03,8.47E-03,,1
1035,Seko and Miura 2008 APPL ENTOMOL ZOOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Green peach aphid,Myzus persicae,Adult,2,Raw data,N,21,25,,1,6.36E+01,,3.70E+01,Alternate species mass,4,4.73E-01,Alternate species length,8,m^2 per pred per day,168.55,9.74E-03,8.38E-03,1.19E-02,5.93E-03,4.09E-03,7.81E-03,,1
1036,Farhadi et al 2010 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Hippodamia variegata,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Black bean aphid,Aphis fabae,4-5d old (adult?),2,Raw data,N,,23,,1,6.36E+01,,,,,6.03E-01,Alternate species length,1,m^2 per pred per day,3.47,6.03E-03,2.13E-03,1.88E-02,2.14E-01,2.66E-02,3.36E-01,,1
1037,Farhadi et al 2010 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Hippodamia variegata,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Black bean aphid,Aphis fabae,4-5d old (adult?),2,Raw data,N,,23,,1,6.36E+01,,1.57E+00,% adult mass,2,6.03E-01,Alternate species length,1,m^2 per pred per day,42.13,5.96E-03,2.63E-03,1.31E-02,1.30E-01,7.34E-02,1.86E-01,,1
1038,Farhadi et al 2010 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Hippodamia variegata,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Black bean aphid,Aphis fabae,4-5d old (adult?),2,Raw data,N,,23,,1,6.36E+01,,4.86E+00,% adult mass,3,6.03E-01,Alternate species length,1,m^2 per pred per day,139.85,8.12E-03,4.24E-03,1.50E-02,6.62E-02,4.62E-02,8.79E-02,,1
